drug_name,ndc,strength,strength_uom,manufacturer,status
rizatriptan,'31722046318',10,mg,CAMBER PHARMACE,Active
rizatriptan,'33342008850',10,mg,MACLEODS PHARMA,Active
rizatriptan,'33342008872',10,mg,MACLEODS PHARMA,Active
rizatriptan,'47335023260',10,mg,SUN PHARMA GLOB,Active
rizatriptan,'47335023271',10,mg,SUN PHARMA GLOB,Active
rizatriptan,'49884057952',10,mg,PAR PHARM.,Active
rizatriptan,'49884057994',10,mg,PAR PHARM.,Active
rizatriptan,'51991035578',10,mg,BRECKENRIDGE,Active
rizatriptan,'51991035599',10,mg,BRECKENRIDGE,Active
rizatriptan,'54569640400',10,mg,A-S MEDICATION,Active
rizatriptan,'57237008834',10,mg,CITRON PHARMA L,Active
rizatriptan,'57237008863',10,mg,CITRON PHARMA L,Active
rizatriptan,'59746041519',10,mg,CADISTA PHARMAC,Active
rizatriptan,'60505369901',10,mg,APOTEX CORP,Active
rizatriptan,'65862060003',10,mg,AUROBINDO PHARM,Active
rizatriptan,'65862060012',10,mg,AUROBINDO PHARM,Active
rizatriptan,'67877026218',10,mg,ASCEND LABORATO,Active
rizatriptan,'67877026225',10,mg,ASCEND LABORATO,Active
rizatriptan,'68462046640',10,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046699',10,mg,GLENMARK PHARMA,Active
rizatriptan,'69097018265',10,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097018266',10,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097086617',10,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097086685',10,mg,"CIPLA USA, INC.",Active
rizatriptan,'00378370259',10,mg,MYLAN,Active
rizatriptan,'00781542606',10,mg,SANDOZ,Active
rizatriptan,'00781542664',10,mg,SANDOZ,Active
rizatriptan,'33342009472',10,mg,MACLEODS PHARMA,Active
rizatriptan,'33342009473',10,mg,MACLEODS PHARMA,Active
rizatriptan,'49884058152',10,mg,PAR PHARM.,Active
rizatriptan,'49884058194',10,mg,PAR PHARM.,Active
rizatriptan,'51991036378',10,mg,BRECKENRIDGE,Active
rizatriptan,'51991036399',10,mg,BRECKENRIDGE,Active
rizatriptan,'57237008663',10,mg,CITRON PHARMA L,Active
rizatriptan,'60505372401',10,mg,APOTEX CORP,Active
rizatriptan,'65862062603',10,mg,AUROBINDO PHARM,Active
rizatriptan,'65862062612',10,mg,AUROBINDO PHARM,Active
rizatriptan,'65862062690',10,mg,AUROBINDO PHARM,Active
rizatriptan,'68462046806',10,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046840',10,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046846',10,mg,GLENMARK PHARMA,Active
rizatriptan,'00093747119',5,mg,TEVA USA,Active
rizatriptan,'00093747143',5,mg,TEVA USA,Active
rizatriptan,'00378140396',5,mg,MYLAN,Active
rizatriptan,'00781548506',5,mg,SANDOZ,Active
rizatriptan,'00781548564',5,mg,SANDOZ,Active
rizatriptan,'23155024422',5,mg,HERITAGE PHARMA,Active
rizatriptan,'23155024446',5,mg,HERITAGE PHARMA,Active
rizatriptan,'31722046206',5,mg,CAMBER PHARMACE,Active
rizatriptan,'31722046218',5,mg,CAMBER PHARMACE,Active
rizatriptan,'33342008750',5,mg,MACLEODS PHARMA,Active
rizatriptan,'33342008772',5,mg,MACLEODS PHARMA,Active
rizatriptan,'47335023160',5,mg,SUN PHARMA GLOB,Active
rizatriptan,'47335023171',5,mg,SUN PHARMA GLOB,Active
rizatriptan,'49884057852',5,mg,PAR PHARM.,Active
rizatriptan,'49884057894',5,mg,PAR PHARM.,Active
rizatriptan,'51991035478',5,mg,BRECKENRIDGE,Active
rizatriptan,'51991035499',5,mg,BRECKENRIDGE,Active
rizatriptan,'57237008734',5,mg,CITRON PHARMA L,Active
rizatriptan,'57237008763',5,mg,CITRON PHARMA L,Active
rizatriptan,'59746041419',5,mg,CADISTA PHARMAC,Active
rizatriptan,'60505369801',5,mg,APOTEX CORP,Active
rizatriptan,'65862059903',5,mg,AUROBINDO PHARM,Active
rizatriptan,'65862059912',5,mg,AUROBINDO PHARM,Active
rizatriptan,'67877026118',5,mg,ASCEND LABORATO,Active
rizatriptan,'67877026125',5,mg,ASCEND LABORATO,Active
rizatriptan,'68462046540',5,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046599',5,mg,GLENMARK PHARMA,Active
rizatriptan,'69097018165',5,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097018166',5,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097086517',5,mg,"CIPLA USA, INC.",Active
rizatriptan,'69097086585',5,mg,"CIPLA USA, INC.",Active
rizatriptan,'00378370159',5,mg,MYLAN,Active
rizatriptan,'00781542506',5,mg,SANDOZ,Active
rizatriptan,'00781542564',5,mg,SANDOZ,Active
rizatriptan,'33342009372',5,mg,MACLEODS PHARMA,Active
rizatriptan,'33342009373',5,mg,MACLEODS PHARMA,Active
rizatriptan,'49884058052',5,mg,PAR PHARM.,Active
rizatriptan,'49884058094',5,mg,PAR PHARM.,Active
rizatriptan,'51991036278',5,mg,BRECKENRIDGE,Active
rizatriptan,'51991036299',5,mg,BRECKENRIDGE,Active
rizatriptan,'57237008563',5,mg,CITRON PHARMA L,Active
rizatriptan,'60505372301',5,mg,APOTEX CORP,Active
rizatriptan,'65862062503',5,mg,AUROBINDO PHARM,Active
rizatriptan,'65862062512',5,mg,AUROBINDO PHARM,Active
rizatriptan,'65862062590',5,mg,AUROBINDO PHARM,Active
rizatriptan,'68462046706',5,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046740',5,mg,GLENMARK PHARMA,Active
rizatriptan,'68462046746',5,mg,GLENMARK PHARMA,Active
Axert,'00025208506',12.5,mg,ORTHO PHARM.,Active
Axert,'00062208506',12.5,mg,ORTHO PHARM.,Active
Axert,'00062208512',12.5,mg,ORTHO PHARM.,Active
Axert,'50458021001',12.5,mg,JANSSEN PHARM.,Active
Axert,'54868552700',12.5,mg,PHYSICIANS TC.,Active
Axert,'54868552701',12.5,mg,PHYSICIANS TC.,Active
Axert,'68115070506',12.5,mg,"DISPENSEXPRESS,",Active
Axert,'00025208006',6.25,mg,ORTHO PHARM.,Active
Axert,'00062208006',6.25,mg,ORTHO PHARM.,Active
Axert,'50458021101',6.25,mg,JANSSEN PHARM.,Active
almotriptan malate,'00093526119',12.5,mg,TEVA USA,Active
almotriptan malate,'00093526129',12.5,mg,TEVA USA,Active
almotriptan malate,'00378524632',12.5,mg,MYLAN,Active
almotriptan malate,'00378524685',12.5,mg,MYLAN,Active
almotriptan malate,'10147096101',12.5,mg,PATRIOT PHARMAC,Active
almotriptan malate,'27241004221',12.5,mg,AJANTA PHARMA L,Active
almotriptan malate,'27241004268',12.5,mg,AJANTA PHARMA L,Active
almotriptan malate,'00093526018',6.25,mg,TEVA USA,Active
almotriptan malate,'00093526019',6.25,mg,TEVA USA,Active
almotriptan malate,'00378524532',6.25,mg,MYLAN,Active
almotriptan malate,'00378524585',6.25,mg,MYLAN,Active
almotriptan malate,'10147096201',6.25,mg,PATRIOT PHARMAC,Active
almotriptan malate,'27241004111',6.25,mg,AJANTA PHARMA L,Active
almotriptan malate,'27241004168',6.25,mg,AJANTA PHARMA L,Active
Relpax,'00049233034',20,mg,PFIZER US PHARM,Active
Relpax,'00049233045',20,mg,PFIZER US PHARM,Active
Relpax,'00049234005',40,mg,PFIZER US PHARM,Active
Relpax,'00049234034',40,mg,PFIZER US PHARM,Active
Relpax,'00049234045',40,mg,PFIZER US PHARM,Active
Relpax,'16590020112',40,mg,STAT RX USA,Active
Relpax,'21695087112',40,mg,PHYSICIAN PARTN,Active
Relpax,'54868552800',40,mg,PHYSICIANS TC.,Active
Relpax,'55887018712',40,mg,DHS INC.,Active
Relpax,'57866018702',40,mg,VIBRANTA INC.,Active
Relpax,'58016487701',40,mg,SOUTHWOOD PHARM,Active
Relpax,'68115073712',40,mg,"DISPENSEXPRESS,",Active
Frova,'12280028909',2.5,mg,"DISPENSEXPRESS,",Active
Frova,'21695022209',2.5,mg,PHYSICIAN PARTN,Active
Frova,'35356016909',2.5,mg,QUALITY CARE,Active
Frova,'58016083801',2.5,mg,SOUTHWOOD PHARM,Active
Frova,'59075074089',2.5,mg,ELAN,Active
Frova,'63481002509',2.5,mg,ENDO PHARM INC.,Active
frovatriptan,'00378314085',2.5,mg,MYLAN,Active
frovatriptan,'00603371834',2.5,mg,QUALITEST/PAR P,Active
frovatriptan,'68462069497',2.5,mg,GLENMARK PHARMA,Active
