icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label,head_neck_cancer,gi_cancer,colorectal_cancer,lung_cancer,bone_cancer,melanoma_cancer,breast_cancer,uterine_cervical_cancer,other_female_cancer,male_genital_cancer,urinary_cancer,brain_cancer,lymph_hem_cancer,other_cancer,benign_cancer,nonmelanoma_skin_cancer,uncertain_unspecified_cancer,carcinoma_in_situ_cancer
'C441291',10,"squamous cell carcinoma of skin of left upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441292',10,"squamous cell carcinoma of skin of left lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44131',10,"sebaceous cell carcinoma of skin of unspecified eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441321',10,"sebaceous cell carcinoma of skin of right upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441322',10,"sebaceous cell carcinoma of skin of right lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441391',10,"sebaceous cell carcinoma of skin of left upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441392',10,"sebaceous cell carcinoma of skin of left lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44191',10,"other specified malignant neoplasm of skin of unspecified eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44192',10,"other specified malignant neoplasm of skin of right eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441921',10,"other specified malignant neoplasm of skin of right upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441922',10,"other specified malignant neoplasm of skin of right lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44199',10,"other specified malignant neoplasm of skin of left eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441991',10,"other specified malignant neoplasm of skin of left upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C441992',10,"other specified malignant neoplasm of skin of left lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44201',10,unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44202',10,unspecified malignant neoplasm of skin of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44209',10,unspecified malignant neoplasm of skin of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44211',10,basal cell carcinoma of skin of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44212',10,basal cell carcinoma of skin of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44219',10,basal cell carcinoma of skin of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44221',10,squamous cell carcinoma of skin of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44222',10,squamous cell carcinoma of skin of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44229',10,squamous cell carcinoma of skin of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44291',10,other specified malignant neoplasm of skin of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44292',10,other specified malignant neoplasm of skin of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44299',10,other specified malignant neoplasm of skin of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44300',10,unspecified malignant neoplasm of skin of unspecified part of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44301',10,unspecified malignant neoplasm of skin of nose,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44309',10,unspecified malignant neoplasm of skin of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44310',10,basal cell carcinoma of skin of unspecified parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44311',10,basal cell carcinoma of skin of nose,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44319',10,basal cell carcinoma of skin of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44320',10,squamous cell carcinoma of skin of unspecified parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44321',10,squamous cell carcinoma of skin of nose,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44329',10,squamous cell carcinoma of skin of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44390',10,other specified malignant neoplasm of skin of unspecified parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44391',10,other specified malignant neoplasm of skin of nose,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44399',10,other specified malignant neoplasm of skin of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4440',10,unspecified malignant neoplasm of skin of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4441',10,basal cell carcinoma of skin of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4442',10,squamous cell carcinoma of skin of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4449',10,other specified malignant neoplasm of skin of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44500',10,unspecified malignant neoplasm of anal skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44501',10,unspecified malignant neoplasm of skin of breast,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44509',10,unspecified malignant neoplasm of skin of other part of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44510',10,basal cell carcinoma of anal skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44511',10,basal cell carcinoma of skin of breast,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44519',10,basal cell carcinoma of skin of other part of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44520',10,squamous cell carcinoma of anal skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44521',10,squamous cell carcinoma of skin of breast,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44529',10,squamous cell carcinoma of skin of other part of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44590',10,other specified malignant neoplasm of anal skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44591',10,other specified malignant neoplasm of skin of breast,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44599',10,other specified malignant neoplasm of skin of other part of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44601',10,"unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44602',10,"unspecified malignant neoplasm of skin of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44609',10,"unspecified malignant neoplasm of skin of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44611',10,"basal cell carcinoma of skin of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44612',10,"basal cell carcinoma of skin of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44619',10,"basal cell carcinoma of skin of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44621',10,"squamous cell carcinoma of skin of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44622',10,"squamous cell carcinoma of skin of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44629',10,"squamous cell carcinoma of skin of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44691',10,"other specified malignant neoplasm of skin of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44692',10,"other specified malignant neoplasm of skin of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44699',10,"other specified malignant neoplasm of skin of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44701',10,"unspecified malignant neoplasm of skin of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44702',10,"unspecified malignant neoplasm of skin of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44709',10,"unspecified malignant neoplasm of skin of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44711',10,"basal cell carcinoma of skin of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44712',10,"basal cell carcinoma of skin of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44719',10,"basal cell carcinoma of skin of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44721',10,"squamous cell carcinoma of skin of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44722',10,"squamous cell carcinoma of skin of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44729',10,"squamous cell carcinoma of skin of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44791',10,"other specified malignant neoplasm of skin of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44792',10,"other specified malignant neoplasm of skin of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C44799',10,"other specified malignant neoplasm of skin of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4480',10,unspecified malignant neoplasm of overlapping sites of skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4481',10,basal cell carcinoma of overlapping sites of skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4482',10,squamous cell carcinoma of overlapping sites of skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4489',10,other specified malignant neoplasm of overlapping sites of skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4490',10,"unspecified malignant neoplasm of skin, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4491',10,"basal cell carcinoma of skin, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4492',10,"squamous cell carcinoma of skin, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4499',10,"other specified malignant neoplasm of skin, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A0',10,merkel cell carcinoma of lip,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A10',10,"merkel cell carcinoma of unspecified eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A11',10,"merkel cell carcinoma of right eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A111',10,"merkel cell carcinoma of right upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A112',10,"merkel cell carcinoma of right lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A12',10,"merkel cell carcinoma of left eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A121',10,"merkel cell carcinoma of left upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A122',10,"merkel cell carcinoma of left lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A20',10,merkel cell carcinoma of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A21',10,merkel cell carcinoma of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A22',10,merkel cell carcinoma of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A30',10,merkel cell carcinoma of unspecified part of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A31',10,merkel cell carcinoma of nose,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A39',10,merkel cell carcinoma of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A4',10,merkel cell carcinoma of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A51',10,merkel cell carcinoma of anal skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A52',10,merkel cell carcinoma of skin of breast,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A59',10,merkel cell carcinoma of other part of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A60',10,"merkel cell carcinoma of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A61',10,"merkel cell carcinoma of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A62',10,"merkel cell carcinoma of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A70',10,"merkel cell carcinoma of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A71',10,"merkel cell carcinoma of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A72',10,"merkel cell carcinoma of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A8',10,merkel cell carcinoma of overlapping sites,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'C4A9',10,"merkel cell carcinoma, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'D040',10,carcinoma in situ of skin of lip,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0410',10,"carcinoma in situ of skin of unspecified eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0411',10,"carcinoma in situ of skin of right eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D04111',10,"carcinoma in situ of skin of right upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D04112',10,"carcinoma in situ of skin of right lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0412',10,"carcinoma in situ of skin of left eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D04121',10,"carcinoma in situ of skin of left upper eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D04122',10,"carcinoma in situ of skin of left lower eyelid, including canthus",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0420',10,carcinoma in situ of skin of unspecified ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0421',10,carcinoma in situ of skin of right ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0422',10,carcinoma in situ of skin of left ear and external auricular canal,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0430',10,carcinoma in situ of skin of unspecified part of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0439',10,carcinoma in situ of skin of other parts of face,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D044',10,carcinoma in situ of skin of scalp and neck,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D045',10,carcinoma in situ of skin of trunk,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0460',10,"carcinoma in situ of skin of unspecified upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0461',10,"carcinoma in situ of skin of right upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0462',10,"carcinoma in situ of skin of left upper limb, including shoulder",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0470',10,"carcinoma in situ of skin of unspecified lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0471',10,"carcinoma in situ of skin of right lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D0472',10,"carcinoma in situ of skin of left lower limb, including hip",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D048',10,carcinoma in situ of skin of other sites,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'D049',10,"carcinoma in situ of skin, unspecified",23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'Z85828',10,personal history of other malignant neoplasm of skin,23,(23) other non-epithelial cancer of skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
'1740',9,malignant neoplasm of nipple and areola of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1741',9,malignant neoplasm of central portion of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1742',9,malignant neoplasm of upper-inner quadrant of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1743',9,malignant neoplasm of lower-inner quadrant of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1744',9,malignant neoplasm of upper-outer quadrant of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1745',9,malignant neoplasm of lower-outer quadrant of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1746',9,malignant neoplasm of axillary tail of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1748',9,malignant neoplasm of other specified sites of female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1749',9,"malignant neoplasm of breast (female), unspecified",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1750',9,malignant neoplasm of nipple and areola of male breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'1759',9,malignant neoplasm of other and unspecified sites of male breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'2330',9,carcinoma in situ of breast,24,(24) cancer of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
'V103',9,personal history of malignant neoplasm of breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50011',10,"malignant neoplasm of nipple and areola, right female breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50012',10,"malignant neoplasm of nipple and areola, left female breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50019',10,"malignant neoplasm of nipple and areola, unspecified female breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50021',10,"malignant neoplasm of nipple and areola, right male breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50022',10,"malignant neoplasm of nipple and areola, left male breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50029',10,"malignant neoplasm of nipple and areola, unspecified male breast",24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50111',10,malignant neoplasm of central portion of right female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50112',10,malignant neoplasm of central portion of left female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50119',10,malignant neoplasm of central portion of unspecified female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50121',10,malignant neoplasm of central portion of right male breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50122',10,malignant neoplasm of central portion of left male breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50129',10,malignant neoplasm of central portion of unspecified male breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50211',10,malignant neoplasm of upper-inner quadrant of right female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50212',10,malignant neoplasm of upper-inner quadrant of left female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'C50219',10,malignant neoplasm of upper-inner quadrant of unspecified female breast,24,(24) cancer of breast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
