cpt_code,pcs_ccs_single,pcs_ccs_single_label
'27437',152,(152) arthroplasty knee
'27438',152,(152) arthroplasty knee
'27440',152,(152) arthroplasty knee
'27441',152,(152) arthroplasty knee
'27442',152,(152) arthroplasty knee
'27443',152,(152) arthroplasty knee
'27445',152,(152) arthroplasty knee
'27446',152,(152) arthroplasty knee
'27447',152,(152) arthroplasty knee
'27448',161,(161) other or therapeutic procedures on bone
'27450',161,(161) other or therapeutic procedures on bone
'27454',161,(161) other or therapeutic procedures on bone
'27455',161,(161) other or therapeutic procedures on bone
'27457',161,(161) other or therapeutic procedures on bone
'27465',161,(161) other or therapeutic procedures on bone
'27466',161,(161) other or therapeutic procedures on bone
'27468',161,(161) other or therapeutic procedures on bone
'27470',164,(164) other or therapeutic procedures on musculoskeletal system
'27472',146,"(146) treatment, fracture or dislocation of hip and femur"
'27475',161,(161) other or therapeutic procedures on bone
'27477',161,(161) other or therapeutic procedures on bone
'27479',161,(161) other or therapeutic procedures on bone
'27485',161,(161) other or therapeutic procedures on bone
'27486',152,(152) arthroplasty knee
'27487',152,(152) arthroplasty knee
'27488',162,(162) other or therapeutic procedures on joints
'27495',146,"(146) treatment, fracture or dislocation of hip and femur"
'27496',160,(160) other therapeutic procedures on muscles and tendons
'27497',160,(160) other therapeutic procedures on muscles and tendons
'27498',160,(160) other therapeutic procedures on muscles and tendons
'27499',160,(160) other therapeutic procedures on muscles and tendons
'27506',146,"(146) treatment, fracture or dislocation of hip and femur"
'27507',146,"(146) treatment, fracture or dislocation of hip and femur"
'27511',146,"(146) treatment, fracture or dislocation of hip and femur"
'27513',146,"(146) treatment, fracture or dislocation of hip and femur"
'27514',146,"(146) treatment, fracture or dislocation of hip and femur"
'27519',146,"(146) treatment, fracture or dislocation of hip and femur"
'27524',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27535',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27536',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27540',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27556',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27557',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27558',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27566',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27570',162,(162) other or therapeutic procedures on joints
'27580',162,(162) other or therapeutic procedures on joints
'27590',157,(157) amputation of lower extremity
'27591',157,(157) amputation of lower extremity
'27592',157,(157) amputation of lower extremity
'27594',157,(157) amputation of lower extremity
'27596',157,(157) amputation of lower extremity
'27598',157,(157) amputation of lower extremity
'27600',160,(160) other therapeutic procedures on muscles and tendons
'27601',160,(160) other therapeutic procedures on muscles and tendons
'27602',160,(160) other therapeutic procedures on muscles and tendons
'27603',160,(160) other therapeutic procedures on muscles and tendons
'27605',160,(160) other therapeutic procedures on muscles and tendons
'27606',160,(160) other therapeutic procedures on muscles and tendons
'27607',161,(161) other or therapeutic procedures on bone
'27610',162,(162) other or therapeutic procedures on joints
'27612',150,"(150) division of joint capsule, ligament or cartilage"
'27615',160,(160) other therapeutic procedures on muscles and tendons
'27616',160,(160) other therapeutic procedures on muscles and tendons
'27619',160,(160) other therapeutic procedures on muscles and tendons
'27620',159,(159) other diagnostic procedures on musculoskeletal system
'27625',162,(162) other or therapeutic procedures on joints
'27626',160,(160) other therapeutic procedures on muscles and tendons
'27630',160,(160) other therapeutic procedures on muscles and tendons
'27634',160,(160) other therapeutic procedures on muscles and tendons
'27635',142,(142) partial excision bone
'27637',142,(142) partial excision bone
'27638',142,(142) partial excision bone
'27640',142,(142) partial excision bone
'27641',142,(142) partial excision bone
'27645',142,(142) partial excision bone
'27646',142,(142) partial excision bone
'27647',142,(142) partial excision bone
'27650',160,(160) other therapeutic procedures on muscles and tendons
'27652',160,(160) other therapeutic procedures on muscles and tendons
'27654',160,(160) other therapeutic procedures on muscles and tendons
'27656',160,(160) other therapeutic procedures on muscles and tendons
'27658',160,(160) other therapeutic procedures on muscles and tendons
'27659',160,(160) other therapeutic procedures on muscles and tendons
'27664',160,(160) other therapeutic procedures on muscles and tendons
'27665',160,(160) other therapeutic procedures on muscles and tendons
'27675',160,(160) other therapeutic procedures on muscles and tendons
'27676',160,(160) other therapeutic procedures on muscles and tendons
'27680',160,(160) other therapeutic procedures on muscles and tendons
'27681',160,(160) other therapeutic procedures on muscles and tendons
'27685',160,(160) other therapeutic procedures on muscles and tendons
'27686',160,(160) other therapeutic procedures on muscles and tendons
'27687',160,(160) other therapeutic procedures on muscles and tendons
'27690',160,(160) other therapeutic procedures on muscles and tendons
'27691',160,(160) other therapeutic procedures on muscles and tendons
'27695',162,(162) other or therapeutic procedures on joints
'27696',162,(162) other or therapeutic procedures on joints
'27698',162,(162) other or therapeutic procedures on joints
'27700',154,(154) arthroplasty other than hip or knee
'27702',154,(154) arthroplasty other than hip or knee
'27703',154,(154) arthroplasty other than hip or knee
'27704',162,(162) other or therapeutic procedures on joints
'27705',161,(161) other or therapeutic procedures on bone
'27707',161,(161) other or therapeutic procedures on bone
'27709',161,(161) other or therapeutic procedures on bone
'27712',161,(161) other or therapeutic procedures on bone
'27715',161,(161) other or therapeutic procedures on bone
'27720',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27722',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27724',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27725',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27726',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27727',161,(161) other or therapeutic procedures on bone
'27730',161,(161) other or therapeutic procedures on bone
'27732',161,(161) other or therapeutic procedures on bone
'27734',161,(161) other or therapeutic procedures on bone
'27740',161,(161) other or therapeutic procedures on bone
'27742',161,(161) other or therapeutic procedures on bone
'27745',161,(161) other or therapeutic procedures on bone
'27758',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27759',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27766',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27769',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27784',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27792',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27814',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27822',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27823',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27826',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27827',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27828',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27829',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27832',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27846',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27848',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'27870',162,(162) other or therapeutic procedures on joints
'27871',162,(162) other or therapeutic procedures on joints
'27880',157,(157) amputation of lower extremity
'27881',157,(157) amputation of lower extremity
'27882',157,(157) amputation of lower extremity
'27884',157,(157) amputation of lower extremity
'27886',157,(157) amputation of lower extremity
'27888',157,(157) amputation of lower extremity
'27889',157,(157) amputation of lower extremity
'27892',160,(160) other therapeutic procedures on muscles and tendons
'27893',160,(160) other therapeutic procedures on muscles and tendons
'27894',160,(160) other therapeutic procedures on muscles and tendons
'28005',161,(161) other or therapeutic procedures on bone
'28008',160,(160) other therapeutic procedures on muscles and tendons
'28010',160,(160) other therapeutic procedures on muscles and tendons
'28011',160,(160) other therapeutic procedures on muscles and tendons
'28020',162,(162) other or therapeutic procedures on joints
'28022',162,(162) other or therapeutic procedures on joints
'28024',162,(162) other or therapeutic procedures on joints
'28030',9,(9) other or therapeutic nervous system procedures
'28035',6,(6) decompression peripheral nerve
'28041',160,(160) other therapeutic procedures on muscles and tendons
'28045',160,(160) other therapeutic procedures on muscles and tendons
'28046',160,(160) other therapeutic procedures on muscles and tendons
'28047',160,(160) other therapeutic procedures on muscles and tendons
'28055',9,(9) other or therapeutic nervous system procedures
'28060',160,(160) other therapeutic procedures on muscles and tendons
'28062',160,(160) other therapeutic procedures on muscles and tendons
'28070',162,(162) other or therapeutic procedures on joints
'28072',162,(162) other or therapeutic procedures on joints
'28080',9,(9) other or therapeutic nervous system procedures
'28086',160,(160) other therapeutic procedures on muscles and tendons
'28088',160,(160) other therapeutic procedures on muscles and tendons
'28090',160,(160) other therapeutic procedures on muscles and tendons
'28092',160,(160) other therapeutic procedures on muscles and tendons
'28100',142,(142) partial excision bone
'28102',161,(161) other or therapeutic procedures on bone
'28103',161,(161) other or therapeutic procedures on bone
'28104',142,(142) partial excision bone
'28106',161,(161) other or therapeutic procedures on bone
'28107',161,(161) other or therapeutic procedures on bone
'28108',142,(142) partial excision bone
'28110',142,(142) partial excision bone
'28111',142,(142) partial excision bone
'28112',142,(142) partial excision bone
'28113',142,(142) partial excision bone
'28114',142,(142) partial excision bone
'28116',161,(161) other or therapeutic procedures on bone
'28118',142,(142) partial excision bone
'28119',142,(142) partial excision bone
'28120',142,(142) partial excision bone
'28122',142,(142) partial excision bone
'28124',142,(142) partial excision bone
'28126',142,(142) partial excision bone
'28130',142,(142) partial excision bone
'28140',142,(142) partial excision bone
'28150',142,(142) partial excision bone
'28153',142,(142) partial excision bone
'28160',142,(142) partial excision bone
'28171',142,(142) partial excision bone
'28173',142,(142) partial excision bone
'28175',142,(142) partial excision bone
'28200',160,(160) other therapeutic procedures on muscles and tendons
'28202',160,(160) other therapeutic procedures on muscles and tendons
'28208',160,(160) other therapeutic procedures on muscles and tendons
'28210',160,(160) other therapeutic procedures on muscles and tendons
'28220',160,(160) other therapeutic procedures on muscles and tendons
'28222',160,(160) other therapeutic procedures on muscles and tendons
'28225',160,(160) other therapeutic procedures on muscles and tendons
'28226',160,(160) other therapeutic procedures on muscles and tendons
'28230',160,(160) other therapeutic procedures on muscles and tendons
'28232',160,(160) other therapeutic procedures on muscles and tendons
'28234',160,(160) other therapeutic procedures on muscles and tendons
'28238',160,(160) other therapeutic procedures on muscles and tendons
'28240',160,(160) other therapeutic procedures on muscles and tendons
'28250',160,(160) other therapeutic procedures on muscles and tendons
'28260',150,"(150) division of joint capsule, ligament or cartilage"
'28261',150,"(150) division of joint capsule, ligament or cartilage"
'28262',150,"(150) division of joint capsule, ligament or cartilage"
'28264',150,"(150) division of joint capsule, ligament or cartilage"
'28270',150,"(150) division of joint capsule, ligament or cartilage"
'28272',150,"(150) division of joint capsule, ligament or cartilage"
'28280',175,(175) other or therapeutic procedures on skin and breast
'28285',143,(143) bunionectomy or repair of toe deformities
'28286',143,(143) bunionectomy or repair of toe deformities
'28288',142,(142) partial excision bone
'28289',143,(143) bunionectomy or repair of toe deformities
'28290',143,(143) bunionectomy or repair of toe deformities
'28291',143,(143) bunionectomy or repair of toe deformities
'28292',143,(143) bunionectomy or repair of toe deformities
'28293',143,(143) bunionectomy or repair of toe deformities
'28294',143,(143) bunionectomy or repair of toe deformities
'28295',143,(143) bunionectomy or repair of toe deformities
'28296',143,(143) bunionectomy or repair of toe deformities
'28297',143,(143) bunionectomy or repair of toe deformities
'28298',143,(143) bunionectomy or repair of toe deformities
'28299',143,(143) bunionectomy or repair of toe deformities
'28300',161,(161) other or therapeutic procedures on bone
'28302',161,(161) other or therapeutic procedures on bone
'28304',161,(161) other or therapeutic procedures on bone
'28305',161,(161) other or therapeutic procedures on bone
'28306',161,(161) other or therapeutic procedures on bone
'28307',161,(161) other or therapeutic procedures on bone
'28308',161,(161) other or therapeutic procedures on bone
'28309',161,(161) other or therapeutic procedures on bone
'28310',161,(161) other or therapeutic procedures on bone
'28312',161,(161) other or therapeutic procedures on bone
'28313',143,(143) bunionectomy or repair of toe deformities
'28315',161,(161) other or therapeutic procedures on bone
'28320',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28322',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28340',143,(143) bunionectomy or repair of toe deformities
'28341',143,(143) bunionectomy or repair of toe deformities
'28344',161,(161) other or therapeutic procedures on bone
'28345',143,(143) bunionectomy or repair of toe deformities
'28360',160,(160) other therapeutic procedures on muscles and tendons
'28415',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28420',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28445',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28446',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28465',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28485',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28505',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28525',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28531',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28555',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28585',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28615',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28645',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28675',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'28705',162,(162) other or therapeutic procedures on joints
'28715',162,(162) other or therapeutic procedures on joints
'28725',162,(162) other or therapeutic procedures on joints
'28730',162,(162) other or therapeutic procedures on joints
'28735',162,(162) other or therapeutic procedures on joints
'28737',160,(160) other therapeutic procedures on muscles and tendons
'28740',162,(162) other or therapeutic procedures on joints
'28750',162,(162) other or therapeutic procedures on joints
'28755',143,(143) bunionectomy or repair of toe deformities
'28760',143,(143) bunionectomy or repair of toe deformities
'28800',157,(157) amputation of lower extremity
'28805',157,(157) amputation of lower extremity
'28810',157,(157) amputation of lower extremity
'28820',157,(157) amputation of lower extremity
'28825',157,(157) amputation of lower extremity
'29806',162,(162) other or therapeutic procedures on joints
'29807',162,(162) other or therapeutic procedures on joints
'29819',149,(149) arthroscopy
'29820',162,(162) other or therapeutic procedures on joints
'29821',162,(162) other or therapeutic procedures on joints
'29822',162,(162) other or therapeutic procedures on joints
'29823',162,(162) other or therapeutic procedures on joints
'29824',142,(142) partial excision bone
'29825',150,"(150) division of joint capsule, ligament or cartilage"
'29827',160,(160) other therapeutic procedures on muscles and tendons
'29828',160,(160) other therapeutic procedures on muscles and tendons
'29834',149,(149) arthroscopy
'29835',162,(162) other or therapeutic procedures on joints
'29836',162,(162) other or therapeutic procedures on joints
'29837',162,(162) other or therapeutic procedures on joints
'29838',162,(162) other or therapeutic procedures on joints
'29843',149,(149) arthroscopy
'29844',162,(162) other or therapeutic procedures on joints
'29845',162,(162) other or therapeutic procedures on joints
'29846',162,(162) other or therapeutic procedures on joints
'29847',145,"(145) treatment, fracture or dislocation of radius and ulna"
'29848',6,(6) decompression peripheral nerve
'29851',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'29855',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'29856',147,"(147) treatment, fracture or dislocation of lower extremity (other than hip or femur)"
'29861',162,(162) other or therapeutic procedures on joints
'29862',162,(162) other or therapeutic procedures on joints
'29863',162,(162) other or therapeutic procedures on joints
'29866',162,(162) other or therapeutic procedures on joints
'29867',162,(162) other or therapeutic procedures on joints
'29868',162,(162) other or therapeutic procedures on joints
'29873',150,"(150) division of joint capsule, ligament or cartilage"
'29874',162,(162) other or therapeutic procedures on joints
'29875',162,(162) other or therapeutic procedures on joints
'29876',162,(162) other or therapeutic procedures on joints
'29877',162,(162) other or therapeutic procedures on joints
'29879',162,(162) other or therapeutic procedures on joints
'29880',151,(151) excision of semilunar cartilage of knee
'29881',151,(151) excision of semilunar cartilage of knee
'29882',151,(151) excision of semilunar cartilage of knee
'29883',151,(151) excision of semilunar cartilage of knee
'29884',150,"(150) division of joint capsule, ligament or cartilage"
'29885',162,(162) other or therapeutic procedures on joints
'29886',162,(162) other or therapeutic procedures on joints
'29887',162,(162) other or therapeutic procedures on joints
'29888',149,(149) arthroscopy
'29889',149,(149) arthroscopy
'29891',162,(162) other or therapeutic procedures on joints
'29892',162,(162) other or therapeutic procedures on joints
'29893',170,(170) excision of skin lesion
'29894',162,(162) other or therapeutic procedures on joints
'29895',162,(162) other or therapeutic procedures on joints
'29897',162,(162) other or therapeutic procedures on joints
'29898',162,(162) other or therapeutic procedures on joints
'29899',162,(162) other or therapeutic procedures on joints
'29901',162,(162) other or therapeutic procedures on joints
'29902',162,(162) other or therapeutic procedures on joints
'29904',162,(162) other or therapeutic procedures on joints
'29905',162,(162) other or therapeutic procedures on joints
'29906',162,(162) other or therapeutic procedures on joints
'29907',162,(162) other or therapeutic procedures on joints
'29914',153,"(153) hip replacement, total and partial"
'29915',153,"(153) hip replacement, total and partial"
'29916',153,"(153) hip replacement, total and partial"
'30125',32,"(32) other non-or therapeutic procedures on nose, mouth and pharynx"
'30130',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30140',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30150',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30160',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30400',28,(28) plastic procedures on nose
'30410',28,(28) plastic procedures on nose
'30420',28,(28) plastic procedures on nose
'30430',28,(28) plastic procedures on nose
'30435',28,(28) plastic procedures on nose
'30450',28,(28) plastic procedures on nose
'30460',28,(28) plastic procedures on nose
'30462',28,(28) plastic procedures on nose
'30465',28,(28) plastic procedures on nose
'30520',28,(28) plastic procedures on nose
'30540',28,(28) plastic procedures on nose
'30545',28,(28) plastic procedures on nose
'30580',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30600',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'30620',28,(28) plastic procedures on nose
'30630',28,(28) plastic procedures on nose
'30915',27,(27) control of epistaxis
'30920',27,(27) control of epistaxis
'30930',144,"(144) treatment, facial fracture or dislocation"
'31040',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31070',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31075',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31080',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31081',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31084',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31085',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31086',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31087',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31090',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31200',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31201',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31205',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31225',142,(142) partial excision bone
'31230',142,(142) partial excision bone
'31290',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31291',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31292',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31293',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31294',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31300',42,(42) other or therapeutic procedures on respiratory system
'31360',42,(42) other or therapeutic procedures on respiratory system
'31365',42,(42) other or therapeutic procedures on respiratory system
'31367',42,(42) other or therapeutic procedures on respiratory system
'31368',42,(42) other or therapeutic procedures on respiratory system
'31370',42,(42) other or therapeutic procedures on respiratory system
'31375',42,(42) other or therapeutic procedures on respiratory system
'31380',42,(42) other or therapeutic procedures on respiratory system
'31382',42,(42) other or therapeutic procedures on respiratory system
'31390',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31395',33,"(33) other or therapeutic procedures on nose, mouth and pharynx"
'31400',42,(42) other or therapeutic procedures on respiratory system
'31420',42,(42) other or therapeutic procedures on respiratory system
'31540',42,(42) other or therapeutic procedures on respiratory system
'31541',42,(42) other or therapeutic procedures on respiratory system
'31545',42,(42) other or therapeutic procedures on respiratory system
'31546',42,(42) other or therapeutic procedures on respiratory system
'31551',42,(42) other or therapeutic procedures on respiratory system
'31552',42,(42) other or therapeutic procedures on respiratory system
'31553',42,(42) other or therapeutic procedures on respiratory system
'31554',42,(42) other or therapeutic procedures on respiratory system
'31560',42,(42) other or therapeutic procedures on respiratory system
'31561',42,(42) other or therapeutic procedures on respiratory system
'31580',42,(42) other or therapeutic procedures on respiratory system
'31582',42,(42) other or therapeutic procedures on respiratory system
'31584',42,(42) other or therapeutic procedures on respiratory system
'31587',42,(42) other or therapeutic procedures on respiratory system
'31588',42,(42) other or therapeutic procedures on respiratory system
'31590',42,(42) other or therapeutic procedures on respiratory system
'31591',42,(42) other or therapeutic procedures on respiratory system
'31592',42,(42) other or therapeutic procedures on respiratory system
'31595',9,(9) other or therapeutic nervous system procedures
'31600',34,"(34) tracheostomy, temporary and permanent"
'31601',34,"(34) tracheostomy, temporary and permanent"
'31603',34,"(34) tracheostomy, temporary and permanent"
'31605',34,"(34) tracheostomy, temporary and permanent"
'31610',34,"(34) tracheostomy, temporary and permanent"
'31611',42,(42) other or therapeutic procedures on respiratory system
'31613',34,"(34) tracheostomy, temporary and permanent"
'31614',34,"(34) tracheostomy, temporary and permanent"
'31750',42,(42) other or therapeutic procedures on respiratory system
'31755',42,(42) other or therapeutic procedures on respiratory system
'31760',42,(42) other or therapeutic procedures on respiratory system
'31766',42,(42) other or therapeutic procedures on respiratory system
'31770',42,(42) other or therapeutic procedures on respiratory system
'31775',42,(42) other or therapeutic procedures on respiratory system
'31780',42,(42) other or therapeutic procedures on respiratory system
'31781',42,(42) other or therapeutic procedures on respiratory system
'31785',42,(42) other or therapeutic procedures on respiratory system
'31786',42,(42) other or therapeutic procedures on respiratory system
'31800',42,(42) other or therapeutic procedures on respiratory system
'31805',42,(42) other or therapeutic procedures on respiratory system
'31820',42,(42) other or therapeutic procedures on respiratory system
'31825',42,(42) other or therapeutic procedures on respiratory system
'31830',170,(170) excision of skin lesion
'32035',39,"(39) incision of pleura, thoracentesis, chest drainage"
'32036',39,"(39) incision of pleura, thoracentesis, chest drainage"
'32100',38,(38) other diagnostic procedures on lung and bronchus
'32110',42,(42) other or therapeutic procedures on respiratory system
'32120',42,(42) other or therapeutic procedures on respiratory system
'32124',42,(42) other or therapeutic procedures on respiratory system
'32140',42,(42) other or therapeutic procedures on respiratory system
'32141',42,(42) other or therapeutic procedures on respiratory system
'32150',42,(42) other or therapeutic procedures on respiratory system
'32151',42,(42) other or therapeutic procedures on respiratory system
'32160',49,(49) other or heart procedures
'32200',42,(42) other or therapeutic procedures on respiratory system
'32201',42,(42) other or therapeutic procedures on respiratory system
'32215',42,(42) other or therapeutic procedures on respiratory system
'32220',42,(42) other or therapeutic procedures on respiratory system
'32225',42,(42) other or therapeutic procedures on respiratory system
'32310',42,(42) other or therapeutic procedures on respiratory system
'32320',42,(42) other or therapeutic procedures on respiratory system
'32440',36,(36) lobectomy or pneumonectomy
'32442',36,(36) lobectomy or pneumonectomy
'32445',36,(36) lobectomy or pneumonectomy
'32480',36,(36) lobectomy or pneumonectomy
'32482',36,(36) lobectomy or pneumonectomy
'32484',36,(36) lobectomy or pneumonectomy
'32486',36,(36) lobectomy or pneumonectomy
'32488',36,(36) lobectomy or pneumonectomy
'32491',36,(36) lobectomy or pneumonectomy
'32500',36,(36) lobectomy or pneumonectomy
'32503',42,(42) other or therapeutic procedures on respiratory system
'32504',42,(42) other or therapeutic procedures on respiratory system
'32505',36,(36) lobectomy or pneumonectomy
'32540',42,(42) other or therapeutic procedures on respiratory system
'32650',42,(42) other or therapeutic procedures on respiratory system
'32651',42,(42) other or therapeutic procedures on respiratory system
'32652',42,(42) other or therapeutic procedures on respiratory system
'32654',42,(42) other or therapeutic procedures on respiratory system
'32655',42,(42) other or therapeutic procedures on respiratory system
'32656',42,(42) other or therapeutic procedures on respiratory system
'32657',36,(36) lobectomy or pneumonectomy
'32658',49,(49) other or heart procedures
'32659',49,(49) other or heart procedures
'32660',49,(49) other or heart procedures
'32661',49,(49) other or heart procedures
'32662',42,(42) other or therapeutic procedures on respiratory system
'32663',36,(36) lobectomy or pneumonectomy
'32664',9,(9) other or therapeutic nervous system procedures
'32665',94,(94) other or upper gi therapeutic procedures
'32666',36,(36) lobectomy or pneumonectomy
'32669',36,(36) lobectomy or pneumonectomy
'32670',36,(36) lobectomy or pneumonectomy
'32671',36,(36) lobectomy or pneumonectomy
'32672',36,(36) lobectomy or pneumonectomy
'32673',12,(12) other therapeutic endocrine procedures
'32800',42,(42) other or therapeutic procedures on respiratory system
'32810',42,(42) other or therapeutic procedures on respiratory system
'32815',42,(42) other or therapeutic procedures on respiratory system
'32820',42,(42) other or therapeutic procedures on respiratory system
'32851',176,(176) other organ transplantation
'32852',176,(176) other organ transplantation
'32853',176,(176) other organ transplantation
'32854',176,(176) other organ transplantation
'32900',142,(142) partial excision bone
'32905',42,(42) other or therapeutic procedures on respiratory system
'32906',42,(42) other or therapeutic procedures on respiratory system
'32940',42,(42) other or therapeutic procedures on respiratory system
'33015',49,(49) other or heart procedures
'33020',49,(49) other or heart procedures
'33025',49,(49) other or heart procedures
'33030',49,(49) other or heart procedures
'33031',49,(49) other or heart procedures
'33050',49,(49) other or heart procedures
'33120',49,(49) other or heart procedures
'33130',49,(49) other or heart procedures
'33140',44,(44) coronary artery bypass graft (cabg)
'33200',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33201',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33202',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33203',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33206',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33207',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33208',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33210',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33211',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33212',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33213',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33214',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33215',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33216',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33217',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33218',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33220',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33221',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
'33222',48,"(48) insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator"
