ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00019158255',hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,.,NA,mallinckrodt,active,NA,NA,NA
'00023041901',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,2.5-325,mg/1,"allergan, inc.",NA,NA,NA,NA
'00440761093',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761120',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,liberty pharm,active,NA,NA,NA
'00440761206',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761215',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761220',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761230',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761240',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00440761290',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,liberty pharm,inactive,NA,NA,NA
'00456041600',duradyne dhc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456041601',duradyne dhc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456060101',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456060102',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456061001',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456061002',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456061063',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456061263',bancap hc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00456064101',anodynos-dhc,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,forest pharmace,inactive,NA,NA,NA
'00485003701',hydrogesic,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,edwards pharmac,inactive,NA,NA,NA
'00485005001',hydrogesic,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,edwards pharmac,inactive,NA,NA,NA
'00486077104',zamicet,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/15ml,"pharmaceutical associates, inc.",NA,NA,NA,NA
'00486077116',zamicet,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg/15 ml,beach products,active,NA,NA,NA
'00486477107',zamicet,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-163,mg/7.5ml,"pharmaceutical associates, inc.",NA,NA,NA,NA
'00486477115',zamicet,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-163,mg/7.5ml,"pharmaceutical associates, inc.",NA,NA,NA,NA
'00493792001',dolo-pap,hydrocodone; paracetamol,hydrocodone,NA,7.5-650,mg,amid lab.,inactive,NA,NA,NA
'00525001601',panlor dc,hydrocodone; paracetamol,hydrocodone,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'00525003201',panlor ss,hydrocodone; paracetamol,hydrocodone,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'00525003205',panlor ss,hydrocodone; paracetamol,hydrocodone,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'00525003210',panlor ss,hydrocodone; paracetamol,hydrocodone,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'00525092201',lorcide,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,pan american,inactive,NA,NA,NA
'00525930101',panlor,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,pan american,inactive,NA,NA,NA
'00527164601',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-300,mg/1,NA,NA,NA,NA,NA
'00527164605',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,5-300,mg/1,NA,NA,NA,NA,NA
'00527164701',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-300,mg/1,NA,NA,NA,NA,NA
'00527164705',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,7.5-300,mg/1,NA,NA,NA,NA,NA
'00527164801',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"10 mg/1,                         300  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527164805',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"10 mg/1,                         300  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527164901',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"5 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527164905',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"5 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527165001',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"7.5 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527165005',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"7.5 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527165101',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"10 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00527165105',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,"10 mg/1,                         325  mg/1",NA,"lannett company, inc.",NA,NA,NA,NA
'00536385301',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,rugby,inactive,NA,NA,NA
'00536391401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,rugby,inactive,NA,NA,NA
'00536391405',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,rugby,inactive,NA,NA,NA
'00536396401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,rugby,inactive,NA,NA,NA
'00536550701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,rugby,inactive,NA,NA,NA
'00536550801',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,rugby,inactive,NA,NA,NA
'00536550805',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,rugby,inactive,NA,NA,NA
'00536551001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,rugby,inactive,NA,NA,NA
'00536573101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,rugby,inactive,NA,NA,NA
'00536591101',hydrocodone bitartrate-acetaminophen,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,500 mg-5 mg,NA,NA,NA,NA,NA,NA
'00537654601',hydrocodone w/apap,acetaminophen; hydrocodone bitartrate,hydrocodone,NA,5 mg-500 mg,NA,NA,NA,NA,NA,NA
'00551018001',ceta plus,hydrocodone; paracetamol,hydrocodone,NA,5-500,mg,seatrace co.,inactive,NA,NA,NA
'00555032502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,barr,inactive,NA,NA,NA
'00555032504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,barr,inactive,NA,NA,NA
'00555073602',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,barr,inactive,NA,NA,NA
'00555073604',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,barr,inactive,NA,NA,NA
'00555089502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,barr,inactive,NA,NA,NA
'00555089504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,barr,inactive,NA,NA,NA
'00555089602',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-500,mg,barr,inactive,NA,NA,NA
'00555089702',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,barr,inactive,NA,NA,NA
'00555089704',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,barr,inactive,NA,NA,NA
'00555089802',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,barr,inactive,NA,NA,NA
'00555089804',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,barr,inactive,NA,NA,NA
'00555091502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,barr,inactive,NA,NA,NA
'00555091504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,barr,inactive,NA,NA,NA
'00555091902',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,barr,inactive,NA,NA,NA
'00555091904',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,barr,inactive,NA,NA,NA
'00580130001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,glenlawn labs.,inactive,NA,NA,NA
'00591034901',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,actavis pharma,inactive,NA,NA,NA
'00591034905',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,actavis pharma,inactive,NA,NA,NA
'00591038501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,actavis pharma,inactive,NA,NA,NA
'00591038505',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,actavis pharma,inactive,NA,NA,NA
'00591038701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,actavis pharma,inactive,NA,NA,NA
'00591038705',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,actavis pharma,inactive,NA,NA,NA
'00591038801',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-500,mg,actavis pharma,inactive,NA,NA,NA
'00591050201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,watson labs,inactive,NA,NA,NA
'00591050205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,watson labs,inactive,NA,NA,NA
'00591050301',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,watson labs,inactive,NA,NA,NA
'00591050305',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,watson labs,inactive,NA,NA,NA
'00591051701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-660,mg,actavis pharma,inactive,NA,NA,NA
'00591054001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,watson labs,inactive,NA,NA,NA
'00591054005',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,watson labs,inactive,NA,NA,NA
'00591085301',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,actavis pharma,active,NA,NA,NA
'00591085305',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,watson labs,active,NA,NA,NA
'00591217101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-325,mg,actavis pharma,active,NA,NA,NA
'00591217201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,actavis pharma/,active,NA,NA,NA
'00591217205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,actavis pharma,active,NA,NA,NA
'00591217401',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-300,mg,actavis pharma,active,NA,NA,NA
'00591217405',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-300,mg,actavis pharma,active,NA,NA,NA
'00591217501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-300,mg,actavis pharma,active,NA,NA,NA
'00591217505',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-300,mg,actavis pharma,active,NA,NA,NA
'00591217601',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-300,mg,actavis pharma,active,NA,NA,NA
'00591217605',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-300,mg,actavis pharma,active,NA,NA,NA
'00591260501',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,actavis pharma,active,NA,NA,NA
'00591260505',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,actavis pharma,active,NA,NA,NA
'00591260701',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-750,mg,actavis pharma,inactive,NA,NA,NA
'00591260901',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,actavis pharma,inactive,NA,NA,NA
'00591260905',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,actavis pharma,inactive,NA,NA,NA
'00591261001',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,actavis pharma,inactive,NA,NA,NA
'00591261005',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,actavis pharma,inactive,NA,NA,NA
'00591261101',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,actavis pharma,inactive,NA,NA,NA
'00591261105',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,actavis pharma,inactive,NA,NA,NA
'00591261201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,actavis pharma,active,NA,NA,NA
'00591261205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,actavis pharma,active,NA,NA,NA
'00591316801',hydrocodone-ibuprofen,hydrocodone; ibuprofen,hydrocodone,NA,7.5-200,mg,watson labs,active,NA,NA,NA
'00591320201',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,actavis pharma,active,NA,NA,NA
'00591320205',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,actavis pharma,active,NA,NA,NA
'00591320301',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,watson labs,active,NA,NA,NA
'00591322801',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-750,mg,actavis pharma,inactive,NA,NA,NA
'00603129558',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg/15 ml,qualitest,inactive,NA,NA,NA
'00603358421',hydrocodone-ibuprofen,hydrocodone; ibuprofen,hydrocodone,NA,5-200,mg,qualitest,active,NA,NA,NA
'00603358621',hydrocodone-ibuprofen,hydrocodone; ibuprofen,hydrocodone,NA,10-200,mg,qualitest,active,NA,NA,NA
'00603360902',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360904',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360912',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360920',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360921',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest/par p,active,NA,NA,NA
'00603360922',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360926',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360928',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603360932',hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,10-325,mg/1,qualitest pharmaceuticals,NA,NA,NA,NA
'00603388021',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,2.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388104',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388112',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388116',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388119',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388120',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388121',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388122',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388128',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388132',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-500,mg,qualitest,inactive,NA,NA,NA
'00603388202',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388204',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388212',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388216',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388220',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388221',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388222',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388228',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388232',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-500,mg,qualitest,inactive,NA,NA,NA
'00603388302',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388320',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388321',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388322',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388328',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388332',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-750,mg,qualitest,inactive,NA,NA,NA
'00603388421',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,qualitest,inactive,NA,NA,NA
'00603388428',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-650,mg,qualitest,inactive,NA,NA,NA
'00603388502',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388504',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388516',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388520',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388521',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388522',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388528',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388532',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-650,mg,qualitest,inactive,NA,NA,NA
'00603388621',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-660,mg,qualitest,inactive,NA,NA,NA
'00603388628',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-660,mg,qualitest,inactive,NA,NA,NA
'00603388702',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388704',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388712',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388720',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388721',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388722',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388726',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388728',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388732',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-325,mg,qualitest,active,NA,NA,NA
'00603388802',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388804',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388816',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388820',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388821',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388822',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388826',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388828',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388832',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,10-500,mg,qualitest,inactive,NA,NA,NA
'00603388921',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
'00603389002',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389004',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389016',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389020',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389021',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389022',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389028',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389032',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,5-325,mg,qualitest,active,NA,NA,NA
'00603389102',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
'00603389121',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
'00603389122',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
'00603389128',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
'00603389132',hydrocodone-acetaminophen,hydrocodone; acetaminophen,hydrocodone,NA,7.5-325,mg,qualitest,active,NA,NA,NA
