drug_name,ndc,strength,strength_uom,manufacturer,status
amitriptyline,'63629137002',10,mg,BRYANT RANCH PR,Active
amitriptyline,'63629137003',10,mg,BRYANT RANCH PR,Active
amitriptyline,'63629137004',10,mg,BRYANT RANCH PR,Active
amitriptyline,'63629137005',10,mg,BRYANT RANCH PR,Active
amitriptyline,'63629137006',10,mg,BRYANT RANCH PR,Active
amitriptyline,'63874031101',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031104',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031110',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031112',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031115',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031120',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031124',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031130',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031140',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031150',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031160',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031172',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031174',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031177',10,mg,ALTURA PHARMA,Active
amitriptyline,'63874031190',10,mg,ALTURA PHARMA,Active
amitriptyline,'66267001830',10,mg,NUCARE PHARMACE,Active
amitriptyline,'66267001860',10,mg,NUCARE PHARMACE,Active
amitriptyline,'66267001890',10,mg,NUCARE PHARMACE,Active
amitriptyline,'66336035430',10,mg,DISPENSING SOLN,Active
amitriptyline,'66336035460',10,mg,DISPENSING SOLN,Active
amitriptyline,'67544020630',10,mg,APHENA PHARMA S,Active
amitriptyline,'67544020660',10,mg,APHENA PHARMA S,Active
amitriptyline,'68115002200',10,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68115002230',10,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68115002260',10,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68115002290',10,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68387033630',10,mg,DISPENSING SOLN,Active
amitriptyline,'68387033690',10,mg,DISPENSING SOLN,Active
amitriptyline,'69158000000',10,mg,GLENVIEW PHARMA,Active
amitriptyline,'00005358023',100,mg,LEDERLE LABS.,Active
amitriptyline,'00007013120',100,mg,SK BEECHAM PHAR,Active
amitriptyline,'00022024210',100,mg,MC KESSON,Active
amitriptyline,'00047027124',100,mg,WARNER-CHILCOTT,Active
amitriptyline,'00047027140',100,mg,WARNER-CHILCOTT,Active
amitriptyline,'00054404625',100,mg,ROXANE LABS.,Active
amitriptyline,'00054804625',100,mg,ROXANE LABS.,Active
amitriptyline,'00071027124',100,mg,WARNER-CHILCOTT,Active
amitriptyline,'00071027140',100,mg,WARNER-CHILCOTT,Active
amitriptyline,'00084078501',100,mg,EDGEHILL DRUGS,Active
amitriptyline,'00093053301',100,mg,LEMMON COMPANY,Active
amitriptyline,'00093053393',100,mg,LEMMON COMPANY,Active
amitriptyline,'00102241501',100,mg,REGAL LABS.,Active
amitriptyline,'00117101602',100,mg,CORD LABS.,Active
amitriptyline,'00117101603',100,mg,CORD LABS.,Active
amitriptyline,'00117101605',100,mg,CORD LABS.,Active
amitriptyline,'00143204925',100,mg,"WEST-WARD, INC.",Active
amitriptyline,'00144109101',100,mg,C.S.RUCKSTUHL,Active
amitriptyline,'00150020460',100,mg,MURRAY DRUG,Active
amitriptyline,'00157037001',100,mg,"TOWNE, PAULSEN",Active
amitriptyline,'00182106301',100,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182106389',100,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00228213510',100,mg,PUREPAC PHARMAC,Active
amitriptyline,'00247124330',100,mg,PRESCRIPT PHARM,Active
amitriptyline,'00302025401',100,mg,GENETCO,Active
amitriptyline,'00304001501',100,mg,J.J.BALAN INC.,Active
amitriptyline,'00306253480',100,mg,AZAR INC,Active
amitriptyline,'00332212809',100,mg,TEVA USA,Active
amitriptyline,'00339501812',100,mg,CAREMARK RX SVC,Active
amitriptyline,'00349104400',100,mg,PARMED PHARM.,Active
amitriptyline,'00349104401',100,mg,PARMED PHARM.,Active
amitriptyline,'00359110410',100,mg,COLUMBIA MED CO,Active
amitriptyline,'00364057701',100,mg,SCHEIN,Active
amitriptyline,'00367213510',100,mg,RONDEX LABS.,Active
amitriptyline,'00368202701',100,mg,L. PERRIGO COMP,Active
amitriptyline,'00378268501',100,mg,MYLAN,Active
amitriptyline,'00378268593',100,mg,MYLAN,Active
amitriptyline,'00405407001',100,mg,ALIGEN,Active
amitriptyline,'00440709490',100,mg,LIBERTY PHARM,Active
amitriptyline,'00536307501',100,mg,RUGBY,Active
amitriptyline,'00536307505',100,mg,RUGBY,Active
amitriptyline,'00537627101',100,mg,SPENCER-MEAD,Active
amitriptyline,'00580001501',100,mg,GLENLAWN LABS.,Active
amitriptyline,'00603221621',100,mg,QUALITEST,Active
amitriptyline,'00603221625',100,mg,QUALITEST,Active
amitriptyline,'00615083201',100,mg,VANGARD,Active
amitriptyline,'00615083210',100,mg,VANGARD,Active
amitriptyline,'00615083213',100,mg,VANGARD,Active
amitriptyline,'00677056801',100,mg,URL PHARMA,Active
amitriptyline,'00686223313',100,mg,RAWAY PHARM.,Active
amitriptyline,'00719105410',100,mg,BIOLINE,Active
amitriptyline,'00779008425',100,mg,COOPER DRUG CO.,Active
amitriptyline,'00781149001',100,mg,SANDOZ,Active
amitriptyline,'00781149013',100,mg,GENEVA PHARM.,Active
amitriptyline,'00814064314',100,mg,IDE,Active
amitriptyline,'00839622306',100,mg,H L MOORE,Active
amitriptyline,'00839622312',100,mg,H L MOORE,Active
amitriptyline,'00839622316',100,mg,H L MOORE,Active
amitriptyline,'00879049201',100,mg,HALSEY,Active
amitriptyline,'00879049205',100,mg,HALSEY,Active
amitriptyline,'00879049210',100,mg,HALSEY,Active
amitriptyline,'00904020460',100,mg,MAJOR PHARMACEU,Active
amitriptyline,'00904020461',100,mg,MAJOR PHARMACEU,Active
amitriptyline,'00904020470',100,mg,MAJOR PHARMACEU,Active
amitriptyline,'00948531001',100,mg,WHITEWORTH INC.,Active
amitriptyline,'10754078501',100,mg,MICHIGAN,Active
amitriptyline,'10754078540',100,mg,MICHIGAN,Active
amitriptyline,'10754078553',100,mg,MICHIGAN,Active
amitriptyline,'10876006100',100,mg,PENTA LABS.,Active
amitriptyline,'11289104702',100,mg,SCHERER THOMP,Active
amitriptyline,'11845022401',100,mg,MASON DISTRIB.,Active
amitriptyline,'12071035201',100,mg,RICHIE PHARM.,Active
amitriptyline,'16590043730',100,mg,STAT RX USA,Active
amitriptyline,'16590043760',100,mg,STAT RX USA,Active
amitriptyline,'16590043772',100,mg,STAT RX USA,Active
amitriptyline,'16590043790',100,mg,STAT RX USA,Active
amitriptyline,'16714045001',100,mg,NORTHSTAR RX LL,Active
amitriptyline,'16729017501',100,mg,ACCORD HEALTHCA,Active
amitriptyline,'17022018402',100,mg,VERATEX,Active
amitriptyline,'17236021301',100,mg,DIXON-SHANE,Active
amitriptyline,'18837036490',100,mg,INNOVIANT PHARM,Active
amitriptyline,'21695025330',100,mg,PHYSICIAN PARTN,Active
amitriptyline,'21695025360',100,mg,PHYSICIAN PARTN,Active
amitriptyline,'21695025390',100,mg,PHYSICIAN PARTN,Active
amitriptyline,'24208020301',100,mg,BAUSCH & LOMB P,Active
amitriptyline,'24208020305',100,mg,BAUSCH & LOMB P,Active
amitriptyline,'24208020311',100,mg,BAUSCH & LOMB P,Active
amitriptyline,'35356074130',100,mg,QUALITY CARE,Active
amitriptyline,'35356074330',100,mg,QUALITY CARE,Active
amitriptyline,'35470212801',100,mg,KINRAY INC,Active
amitriptyline,'38245021010',100,mg,COPLEY PHARM.,Active
amitriptyline,'38245021020',100,mg,COPLEY PHARM.,Active
amitriptyline,'43063019360',100,mg,PD-RX PHARM,Active
amitriptyline,'43567054207',100,mg,MD PHARM. INC.,Active
amitriptyline,'46198040401',100,mg,THREE P PRODUCT,Active
amitriptyline,'46198040450',100,mg,THREE P PRODUCT,Active
amitriptyline,'47202229001',100,mg,TEXAS DRUG REPS,Active
amitriptyline,'47202292901',100,mg,TEXAS DRUG REPS,Active
amitriptyline,'47471006101',100,mg,ARKANSAS CORP,Active
amitriptyline,'47679072301',100,mg,BAXTER PHARM.,Active
amitriptyline,'47679072335',100,mg,BAXTER PHARM.,Active
amitriptyline,'47837011601',100,mg,SUPERPHARM,Active
amitriptyline,'49335101601',100,mg,PROF SERVICES,Active
amitriptyline,'49335101602',100,mg,PROF SERVICES,Active
amitriptyline,'49648001501',100,mg,J.J.BALAN INC.,Active
amitriptyline,'49727016502',100,mg,VITA-RX CORP,Active
amitriptyline,'49884013710',100,mg,PAR PHARM.,Active
amitriptyline,'49999031800',100,mg,QUALITY CARE,Active
amitriptyline,'49999031830',100,mg,QUALITY CARE,Active
amitriptyline,'49999031860',100,mg,QUALITY CARE,Active
amitriptyline,'50111037001',100,mg,"PLIVA, INC",Active
amitriptyline,'50111037002',100,mg,SIDMAK LABS,Active
amitriptyline,'50272098601',100,mg,GENERAL GENERIC,Active
amitriptyline,'50349004200',100,mg,AM. THERAPEUTIC,Active
amitriptyline,'50349004211',100,mg,AM. THERAPEUTIC,Active
amitriptyline,'50436307401',100,mg,UNIT DOSE SERVI,Active
amitriptyline,'51079056301',100,mg,MYLAN INSTITUTI,Active
amitriptyline,'51079056320',100,mg,MYLAN INSTITUTI,Active
amitriptyline,'51079056340',100,mg,UDL,Active
amitriptyline,'51079056345',100,mg,UDL,Active
amitriptyline,'51079056360',100,mg,UDL,Active
amitriptyline,'51138000530',100,mg,MED-HEALTH PHAR,Active
amitriptyline,'51203011001',100,mg,UNI-GEN INC,Active
amitriptyline,'51432001603',100,mg,HARBER PHARM.,Active
amitriptyline,'51655096024',100,mg,PHARM CORP AMER,Active
amitriptyline,'51728014801',100,mg,WILLIAMS GENER,Active
amitriptyline,'52446002021',100,mg,QUALITEST,Active
amitriptyline,'52555003801',100,mg,MARTEC PHARM.,Active
amitriptyline,'52555097901',100,mg,MARTEC PHARM.,Active
amitriptyline,'52959054214',100,mg,PHARMA PAC,Active
amitriptyline,'52959054215',100,mg,PHARMA PAC,Active
amitriptyline,'52959054228',100,mg,PHARMA PAC,Active
amitriptyline,'52959054230',100,mg,PHARMA PAC,Active
amitriptyline,'52959054240',100,mg,PHARMA PAC,Active
amitriptyline,'52959054242',100,mg,PHARMA PAC,Active
amitriptyline,'53258018901',100,mg,VHA PLUS,Active
amitriptyline,'53258018913',100,mg,VHA PLUS,Active
amitriptyline,'53489010801',100,mg,MUTUAL PHARM CO,Active
amitriptyline,'53633013701',100,mg,PRL ENTERPRISES,Active
amitriptyline,'53633013710',100,mg,PRL ENTERPRISES,Active
amitriptyline,'53633013711',100,mg,PRL ENTERPRISES,Active
amitriptyline,'54124051730',100,mg,OMEGA LABS.,Active
amitriptyline,'54274034310',100,mg,BEST GENERICS,Active
amitriptyline,'54569214600',100,mg,A-S MEDICATION,Active
amitriptyline,'54569214601',100,mg,A-S MEDICATION,Active
amitriptyline,'54569214602',100,mg,A-S MEDICATION,Active
amitriptyline,'54807021401',100,mg,R.I.D. INC.,Active
amitriptyline,'54868243300',100,mg,PHYSICIANS TC.,Active
amitriptyline,'54868243301',100,mg,PHYSICIANS TC.,Active
amitriptyline,'54868243302',100,mg,PHYSICIANS TC.,Active
amitriptyline,'55045159205',100,mg,DRX,Active
amitriptyline,'55045159206',100,mg,DRX,Active
amitriptyline,'55045159208',100,mg,DRX,Active
amitriptyline,'55829014610',100,mg,AURO PHARM,Active
amitriptyline,'56126013711',100,mg,U.S. TRADING,Active
amitriptyline,'57480042401',100,mg,MEDIREX INC.,Active
amitriptyline,'57480042406',100,mg,MEDIREX INC.,Active
amitriptyline,'57783643001',100,mg,APOTHECON,Active
amitriptyline,'58016085800',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085814',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085821',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085828',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085830',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085840',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085850',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085860',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016085899',100,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58469307530',100,mg,PROF PHARM PACK,Active
amitriptyline,'58864075730',100,mg,PD-RX PHARM,Active
amitriptyline,'60346022490',100,mg,QUALITY CARE PH,Active
amitriptyline,'61392015330',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015331',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015332',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015339',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015345',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015351',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015354',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015356',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015360',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015390',100,mg,HEARTLAND HLTH,Active
amitriptyline,'61392015391',100,mg,HEARTLAND HLTH,Active
amitriptyline,'63629336201',100,mg,BRYANT RANCH PR,Active
amitriptyline,'63629336202',100,mg,BRYANT RANCH PR,Active
amitriptyline,'63629336203',100,mg,BRYANT RANCH PR,Active
amitriptyline,'63629336204',100,mg,BRYANT RANCH PR,Active
amitriptyline,'63629336205',100,mg,BRYANT RANCH PR,Active
amitriptyline,'63629336206',100,mg,BRYANT RANCH PR,Active
amitriptyline,'66267056090',100,mg,NUCARE PHARMACE,Active
amitriptyline,'66336022430',100,mg,DISPENSING SOLN,Active
amitriptyline,'68115002100',100,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68115002130',100,mg,"DISPENSEXPRESS,",Active
amitriptyline,'68387033930',100,mg,DISPENSING SOLN,Active
amitriptyline,'00007013220',150,mg,SK BEECHAM PHAR,Active
amitriptyline,'00047027824',150,mg,WARNER-CHILCOTT,Active
amitriptyline,'00054404725',150,mg,ROXANE LABS.,Active
amitriptyline,'00054804725',150,mg,ROXANE LABS.,Active
amitriptyline,'00071027824',150,mg,WARNER-CHILCOTT,Active
amitriptyline,'00093053501',150,mg,LEMMON COMPANY,Active
amitriptyline,'00102105501',150,mg,REGAL LABS.,Active
amitriptyline,'00117100502',150,mg,CORD LABS.,Active
amitriptyline,'00117100503',150,mg,CORD LABS.,Active
amitriptyline,'00117100505',150,mg,CORD LABS.,Active
amitriptyline,'00143205025',150,mg,"WEST-WARD, INC.",Active
amitriptyline,'00150020560',150,mg,MURRAY DRUG,Active
amitriptyline,'00157037101',150,mg,"TOWNE, PAULSEN",Active
amitriptyline,'00182114001',150,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182148601',150,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00302025501',150,mg,GENETCO,Active
amitriptyline,'00304001601',150,mg,J.J.BALAN INC.,Active
amitriptyline,'00306253580',150,mg,AZAR INC,Active
amitriptyline,'00349210301',150,mg,PARMED PHARM.,Active
amitriptyline,'00359110510',150,mg,COLUMBIA MED CO,Active
amitriptyline,'00364057801',150,mg,SCHEIN,Active
amitriptyline,'00378269501',150,mg,MYLAN,Active
amitriptyline,'00378269593',150,mg,MYLAN,Active
amitriptyline,'00405407101',150,mg,ALIGEN,Active
amitriptyline,'00536307601',150,mg,RUGBY,Active
amitriptyline,'00537635001',150,mg,SPENCER-MEAD,Active
amitriptyline,'00555045802',150,mg,BARR,Active
amitriptyline,'00580052401',150,mg,GLENLAWN LABS.,Active
amitriptyline,'00603221721',150,mg,QUALITEST,Active
amitriptyline,'00677064501',150,mg,URL PHARMA,Active
amitriptyline,'00719105510',150,mg,BIOLINE,Active
amitriptyline,'00779008525',150,mg,COOPER DRUG CO.,Active
amitriptyline,'00781149101',150,mg,SANDOZ,Active
amitriptyline,'00781149113',150,mg,GENEVA PHARM.,Active
amitriptyline,'00781149701',150,mg,GENEVA GENERICS,Active
amitriptyline,'00814064414',150,mg,IDE,Active
amitriptyline,'00839640106',150,mg,H L MOORE,Active
amitriptyline,'00839640112',150,mg,H L MOORE,Active
amitriptyline,'00839640116',150,mg,H L MOORE,Active
amitriptyline,'00879049301',150,mg,HALSEY,Active
amitriptyline,'00904020560',150,mg,MAJOR PHARMACEU,Active
amitriptyline,'00904020561',150,mg,MAJOR PHARMACEU,Active
amitriptyline,'00904020570',150,mg,MAJOR PHARMACEU,Active
amitriptyline,'00948531101',150,mg,WHITEWORTH INC.,Active
amitriptyline,'10754078640',150,mg,MICHIGAN,Active
amitriptyline,'11289104802',150,mg,SCHERER THOMP,Active
amitriptyline,'11845022501',150,mg,MASON DISTRIB.,Active
amitriptyline,'12071035301',150,mg,RICHIE PHARM.,Active
amitriptyline,'16590056530',150,mg,STAT RX USA,Active
amitriptyline,'16590056560',150,mg,STAT RX USA,Active
amitriptyline,'16590056572',150,mg,STAT RX USA,Active
amitriptyline,'16590056590',150,mg,STAT RX USA,Active
amitriptyline,'16714045101',150,mg,NORTHSTAR RX LL,Active
amitriptyline,'16729017601',150,mg,ACCORD HEALTHCA,Active
amitriptyline,'17022018602',150,mg,VERATEX,Active
amitriptyline,'17236012701',150,mg,DIXON-SHANE,Active
amitriptyline,'24208004301',150,mg,BAUSCH & LOMB P,Active
amitriptyline,'24208004305',150,mg,BAUSCH & LOMB P,Active
amitriptyline,'24208004311',150,mg,BAUSCH & LOMB P,Active
amitriptyline,'38245021110',150,mg,COPLEY PHARM.,Active
amitriptyline,'43567054307',150,mg,MD PHARM. INC.,Active
amitriptyline,'47202225601',150,mg,TEXAS DRUG REPS,Active
amitriptyline,'47202293001',150,mg,TEXAS DRUG REPS,Active
amitriptyline,'47679082601',150,mg,BAXTER PHARM.,Active
amitriptyline,'47679082635',150,mg,BAXTER PHARM.,Active
amitriptyline,'49335100501',150,mg,PROF SERVICES,Active
amitriptyline,'49335100502',150,mg,PROF SERVICES,Active
amitriptyline,'49335101801',150,mg,PROF SERVICES,Active
amitriptyline,'49335101802',150,mg,PROF SERVICES,Active
amitriptyline,'49648001601',150,mg,J.J.BALAN INC.,Active
amitriptyline,'49727016602',150,mg,VITA-RX CORP,Active
amitriptyline,'49884013810',150,mg,PAR PHARM.,Active
amitriptyline,'50111037101',150,mg,SIDMAK LABS,Active
amitriptyline,'50111037102',150,mg,SIDMAK LABS,Active
amitriptyline,'50272098501',150,mg,GENERAL GENERIC,Active
amitriptyline,'51079056401',150,mg,UDL,Active
amitriptyline,'51079056420',150,mg,UDL,Active
amitriptyline,'51079056440',150,mg,UDL,Active
amitriptyline,'51079056445',150,mg,UDL,Active
amitriptyline,'51079056460',150,mg,UDL,Active
amitriptyline,'51138000630',150,mg,MED-HEALTH PHAR,Active
amitriptyline,'51432001703',150,mg,HARBER PHARM.,Active
amitriptyline,'51728014901',150,mg,WILLIAMS GENER,Active
amitriptyline,'52446001521',150,mg,QUALITEST,Active
amitriptyline,'52493071001',150,mg,ISP PHARM,Active
amitriptyline,'52555003901',150,mg,MARTEC PHARM.,Active
amitriptyline,'52555098001',150,mg,MARTEC PHARM.,Active
amitriptyline,'53489010901',150,mg,MUTUAL PHARM CO,Active
amitriptyline,'53633013801',150,mg,PRL ENTERPRISES,Active
amitriptyline,'53633013810',150,mg,PRL ENTERPRISES,Active
amitriptyline,'53633013811',150,mg,PRL ENTERPRISES,Active
amitriptyline,'54569214700',150,mg,A-S MEDICATION,Active
amitriptyline,'54868243400',150,mg,PHYSICIANS TC.,Active
amitriptyline,'54868243402',150,mg,PHYSICIANS TC.,Active
amitriptyline,'55829014710',150,mg,AURO PHARM,Active
amitriptyline,'57480042501',150,mg,MEDIREX INC.,Active
amitriptyline,'57480042506',150,mg,MEDIREX INC.,Active
amitriptyline,'57783644001',150,mg,APOTHECON,Active
amitriptyline,'57866390701',150,mg,VIBRANTA INC.,Active
amitriptyline,'58016071000',150,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016071030',150,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016071060',150,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016071090',150,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58016071099',150,mg,SOUTHWOOD PHARM,Active
amitriptyline,'58469307630',150,mg,PROF PHARM PACK,Active
amitriptyline,'63629430401',150,mg,BRYANT RANCH PR,Active
amitriptyline,'63629430402',150,mg,BRYANT RANCH PR,Active
amitriptyline,'63629430403',150,mg,BRYANT RANCH PR,Active
amitriptyline,'68115043030',150,mg,"DISPENSEXPRESS,",Active
amitriptyline,'00005346523',25,mg,LEDERLE LABS.,Active
amitriptyline,'00005346534',25,mg,LEDERLE LABS.,Active
amitriptyline,'00007012120',25,mg,SK BEECHAM PHAR,Active
amitriptyline,'00007012130',25,mg,SK BEECHAM PHAR,Active
amitriptyline,'00022023610',25,mg,MC KESSON,Active
amitriptyline,'00022023616',25,mg,MC KESSON,Active
amitriptyline,'00047027324',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00047027332',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00047027340',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00054404225',25,mg,ROXANE LABS.,Active
amitriptyline,'00054404231',25,mg,ROXANE LABS.,Active
amitriptyline,'00054804225',25,mg,ROXANE LABS.,Active
amitriptyline,'00071027324',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00071027332',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00071027340',25,mg,WARNER-CHILCOTT,Active
amitriptyline,'00084078210',25,mg,EDGEHILL DRUGS,Active
amitriptyline,'00093052701',25,mg,LEMMON COMPANY,Active
amitriptyline,'00093052710',25,mg,LEMMON COMPANY,Active
amitriptyline,'00093052793',25,mg,LEMMON COMPANY,Active
amitriptyline,'00102103002',25,mg,REGAL LABS.,Active
amitriptyline,'00117101202',25,mg,CORD LABS.,Active
amitriptyline,'00117101203',25,mg,CORD LABS.,Active
amitriptyline,'00117101205',25,mg,CORD LABS.,Active
amitriptyline,'00122044201',25,mg,REXALL GENERIC,Active
amitriptyline,'00122044210',25,mg,REXALL GENERIC,Active
amitriptyline,'00143204601',25,mg,"WEST-WARD, INC.",Active
amitriptyline,'00143204610',25,mg,"WEST-WARD, INC.",Active
amitriptyline,'00143204625',25,mg,"WEST-WARD, INC.",Active
amitriptyline,'00144108701',25,mg,C.S.RUCKSTUHL,Active
amitriptyline,'00144108703',25,mg,C.S.RUCKSTUHL,Active
amitriptyline,'00150020160',25,mg,MURRAY DRUG,Active
amitriptyline,'00150020180',25,mg,MURRAY DRUG,Active
amitriptyline,'00157036701',25,mg,"TOWNE, PAULSEN",Active
amitriptyline,'00157036710',25,mg,"TOWNE, PAULSEN",Active
amitriptyline,'00182101901',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182101907',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182101910',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182101926',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182101929',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182101989',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00182165389',25,mg,IVAX/GOLDLINE L,Active
amitriptyline,'00188827701',25,mg,STERIMED,Active
amitriptyline,'00188827710',25,mg,STERIMED,Active
amitriptyline,'00228213210',25,mg,PUREPAC PHARMAC,Active
amitriptyline,'00228213296',25,mg,PUREPAC PHARMAC,Active
amitriptyline,'00247061500',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061504',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061507',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061512',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061515',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061530',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061560',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00247061590',25,mg,PRESCRIPT PHARM,Active
amitriptyline,'00302025101',25,mg,GENETCO,Active
amitriptyline,'00302025110',25,mg,GENETCO,Active
amitriptyline,'00304001200',25,mg,J.J.BALAN INC.,Active
amitriptyline,'00304001201',25,mg,J.J.BALAN INC.,Active
amitriptyline,'00304081800',25,mg,J.J.BALAN INC.,Active
amitriptyline,'00306253180',25,mg,AZAR INC,Active
amitriptyline,'00306253190',25,mg,AZAR INC,Active
amitriptyline,'00332212209',25,mg,TEVA USA,Active
amitriptyline,'00332212215',25,mg,TEVA USA,Active
amitriptyline,'00339501512',25,mg,CAREMARK RX SVC,Active
amitriptyline,'00349104100',25,mg,PARMED PHARM.,Active
amitriptyline,'00349104101',25,mg,PARMED PHARM.,Active
amitriptyline,'00349104105',25,mg,PARMED PHARM.,Active
amitriptyline,'00349104110',25,mg,PARMED PHARM.,Active
amitriptyline,'00349104160',25,mg,PARMED PHARM.,Active
amitriptyline,'00349104198',25,mg,PARMED PHARM.,Active
amitriptyline,'00359110110',25,mg,COLUMBIA MED CO,Active
amitriptyline,'00359110140',25,mg,COLUMBIA MED CO,Active
amitriptyline,'00364057401',25,mg,SCHEIN,Active
amitriptyline,'00364057402',25,mg,SCHEIN,Active
amitriptyline,'00364057490',25,mg,SCHEIN,Active
amitriptyline,'00367213210',25,mg,RONDEX LABS.,Active
amitriptyline,'00367213296',25,mg,RONDEX LABS.,Active
amitriptyline,'00368200401',25,mg,L. PERRIGO COMP,Active
amitriptyline,'00368200410',25,mg,L. PERRIGO COMP,Active
amitriptyline,'00378262501',25,mg,MYLAN,Active
amitriptyline,'00378262510',25,mg,MYLAN,Active
amitriptyline,'00385213501',25,mg,COAST LAB.,Active
amitriptyline,'00385213510',25,mg,COAST LAB.,Active
amitriptyline,'00403078801',25,mg,COMPUMED INC.,Active
amitriptyline,'00403078830',25,mg,COMPUMED INC.,Active
amitriptyline,'00403078871',25,mg,COMPUMED INC.,Active
amitriptyline,'00405406701',25,mg,ALIGEN,Active
amitriptyline,'00405406703',25,mg,ALIGEN,Active
amitriptyline,'00440709130',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709160',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709190',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709191',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709192',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709194',25,mg,LIBERTY PHARM,Active
amitriptyline,'00440709199',25,mg,LIBERTY PHARM,Active
amitriptyline,'00494090010',25,mg,FOY LABS.,Active
amitriptyline,'00527120901',25,mg,LANNETT CO. INC,Active
amitriptyline,'00527120910',25,mg,LANNETT CO. INC,Active
amitriptyline,'00536307201',25,mg,RUGBY,Active
amitriptyline,'00536307210',25,mg,RUGBY,Active
amitriptyline,'00537622101',25,mg,SPENCER-MEAD,Active
amitriptyline,'00537622110',25,mg,SPENCER-MEAD,Active
amitriptyline,'00555020302',25,mg,BARR,Active
amitriptyline,'00555020305',25,mg,BARR,Active
amitriptyline,'00556021101',25,mg,CENCI,Active
amitriptyline,'00556021110',25,mg,CENCI,Active
amitriptyline,'00580001201',25,mg,GLENLAWN LABS.,Active
amitriptyline,'00580001210',25,mg,GLENLAWN LABS.,Active
amitriptyline,'00603221302',25,mg,QUALITEST,Active
amitriptyline,'00603221321',25,mg,QUALITEST,Active
amitriptyline,'00603221330',25,mg,QUALITEST,Active
